npz_path,label,video_id,split
/Users/apple/deepfake-detection/data/processed/003_000_seq007.npz,1,003_000_seq007,train
/Users/apple/deepfake-detection/data/processed/003_000_seq008.npz,1,003_000_seq008,train
/Users/apple/deepfake-detection/data/processed/004_982_seq000.npz,1,004_982_seq000,train
/Users/apple/deepfake-detection/data/processed/004_982_seq001.npz,1,004_982_seq001,train
/Users/apple/deepfake-detection/data/processed/004_982_seq002.npz,1,004_982_seq002,train
/Users/apple/deepfake-detection/data/processed/004_982_seq003.npz,1,004_982_seq003,test
/Users/apple/deepfake-detection/data/processed/004_982_seq004.npz,1,004_982_seq004,train
/Users/apple/deepfake-detection/data/processed/004_982_seq005.npz,1,004_982_seq005,train
/Users/apple/deepfake-detection/data/processed/004_982_seq006.npz,1,004_982_seq006,train
/Users/apple/deepfake-detection/data/processed/004_982_seq007.npz,1,004_982_seq007,train
/Users/apple/deepfake-detection/data/processed/004_982_seq008.npz,1,004_982_seq008,train
/Users/apple/deepfake-detection/data/processed/005_010_seq000.npz,1,005_010_seq000,train
/Users/apple/deepfake-detection/data/processed/005_010_seq001.npz,1,005_010_seq001,val
/Users/apple/deepfake-detection/data/processed/005_010_seq002.npz,1,005_010_seq002,train
/Users/apple/deepfake-detection/data/processed/005_010_seq003.npz,1,005_010_seq003,train
/Users/apple/deepfake-detection/data/processed/005_010_seq004.npz,1,005_010_seq004,train
/Users/apple/deepfake-detection/data/processed/005_010_seq005.npz,1,005_010_seq005,test
/Users/apple/deepfake-detection/data/processed/005_010_seq006.npz,1,005_010_seq006,train
/Users/apple/deepfake-detection/data/processed/005_010_seq007.npz,1,005_010_seq007,val
/Users/apple/deepfake-detection/data/processed/005_010_seq008.npz,1,005_010_seq008,train
/Users/apple/deepfake-detection/data/processed/005_010_seq009.npz,1,005_010_seq009,val
/Users/apple/deepfake-detection/data/processed/005_010_seq010.npz,1,005_010_seq010,val
/Users/apple/deepfake-detection/data/processed/005_010_seq011.npz,1,005_010_seq011,train
/Users/apple/deepfake-detection/data/processed/006_002_seq000.npz,1,006_002_seq000,train
/Users/apple/deepfake-detection/data/processed/006_002_seq001.npz,1,006_002_seq001,train
/Users/apple/deepfake-detection/data/processed/006_002_seq002.npz,1,006_002_seq002,train
/Users/apple/deepfake-detection/data/processed/006_002_seq003.npz,1,006_002_seq003,train
/Users/apple/deepfake-detection/data/processed/006_002_seq004.npz,1,006_002_seq004,train
/Users/apple/deepfake-detection/data/processed/006_002_seq005.npz,1,006_002_seq005,train
/Users/apple/deepfake-detection/data/processed/007_132_seq000.npz,1,007_132_seq000,train
/Users/apple/deepfake-detection/data/processed/007_132_seq001.npz,1,007_132_seq001,train
/Users/apple/deepfake-detection/data/processed/007_132_seq002.npz,1,007_132_seq002,train
/Users/apple/deepfake-detection/data/processed/007_132_seq003.npz,1,007_132_seq003,val
/Users/apple/deepfake-detection/data/processed/007_132_seq004.npz,1,007_132_seq004,train
/Users/apple/deepfake-detection/data/processed/007_132_seq005.npz,1,007_132_seq005,train
/Users/apple/deepfake-detection/data/processed/007_132_seq006.npz,1,007_132_seq006,train
/Users/apple/deepfake-detection/data/processed/007_132_seq007.npz,1,007_132_seq007,train
/Users/apple/deepfake-detection/data/processed/007_132_seq008.npz,1,007_132_seq008,train
/Users/apple/deepfake-detection/data/processed/007_132_seq009.npz,1,007_132_seq009,val
/Users/apple/deepfake-detection/data/processed/007_132_seq010.npz,1,007_132_seq010,train
/Users/apple/deepfake-detection/data/processed/007_132_seq011.npz,1,007_132_seq011,train
/Users/apple/deepfake-detection/data/processed/007_132_seq012.npz,1,007_132_seq012,train
/Users/apple/deepfake-detection/data/processed/007_132_seq013.npz,1,007_132_seq013,test
/Users/apple/deepfake-detection/data/processed/007_132_seq014.npz,1,007_132_seq014,train
/Users/apple/deepfake-detection/data/processed/008_990_seq000.npz,1,008_990_seq000,train
/Users/apple/deepfake-detection/data/processed/008_990_seq001.npz,1,008_990_seq001,train
/Users/apple/deepfake-detection/data/processed/008_990_seq002.npz,1,008_990_seq002,test
/Users/apple/deepfake-detection/data/processed/008_990_seq003.npz,1,008_990_seq003,train
/Users/apple/deepfake-detection/data/processed/008_990_seq004.npz,1,008_990_seq004,train
/Users/apple/deepfake-detection/data/processed/008_990_seq005.npz,1,008_990_seq005,test
/Users/apple/deepfake-detection/data/processed/008_990_seq006.npz,1,008_990_seq006,train
/Users/apple/deepfake-detection/data/processed/008_990_seq007.npz,1,008_990_seq007,train
/Users/apple/deepfake-detection/data/processed/008_990_seq008.npz,1,008_990_seq008,train
/Users/apple/deepfake-detection/data/processed/008_990_seq009.npz,1,008_990_seq009,test
/Users/apple/deepfake-detection/data/processed/008_990_seq010.npz,1,008_990_seq010,test
/Users/apple/deepfake-detection/data/processed/008_990_seq011.npz,1,008_990_seq011,val
/Users/apple/deepfake-detection/data/processed/008_990_seq012.npz,1,008_990_seq012,train
/Users/apple/deepfake-detection/data/processed/008_990_seq013.npz,1,008_990_seq013,test
/Users/apple/deepfake-detection/data/processed/008_990_seq014.npz,1,008_990_seq014,train
/Users/apple/deepfake-detection/data/processed/008_990_seq015.npz,1,008_990_seq015,train
/Users/apple/deepfake-detection/data/processed/008_990_seq016.npz,1,008_990_seq016,val
/Users/apple/deepfake-detection/data/processed/008_990_seq017.npz,1,008_990_seq017,val
/Users/apple/deepfake-detection/data/processed/008_990_seq018.npz,1,008_990_seq018,train
/Users/apple/deepfake-detection/data/processed/009_027_seq000.npz,1,009_027_seq000,train
/Users/apple/deepfake-detection/data/processed/009_027_seq001.npz,1,009_027_seq001,train
/Users/apple/deepfake-detection/data/processed/009_027_seq002.npz,1,009_027_seq002,val
/Users/apple/deepfake-detection/data/processed/009_027_seq003.npz,1,009_027_seq003,train
/Users/apple/deepfake-detection/data/processed/009_027_seq004.npz,1,009_027_seq004,train
/Users/apple/deepfake-detection/data/processed/009_027_seq005.npz,1,009_027_seq005,val
/Users/apple/deepfake-detection/data/processed/009_027_seq006.npz,1,009_027_seq006,train
/Users/apple/deepfake-detection/data/processed/009_027_seq007.npz,1,009_027_seq007,train
/Users/apple/deepfake-detection/data/processed/009_027_seq008.npz,1,009_027_seq008,train
/Users/apple/deepfake-detection/data/processed/009_027_seq009.npz,1,009_027_seq009,test
/Users/apple/deepfake-detection/data/processed/009_027_seq010.npz,1,009_027_seq010,train
/Users/apple/deepfake-detection/data/processed/009_027_seq011.npz,1,009_027_seq011,train
/Users/apple/deepfake-detection/data/processed/010_005_seq000.npz,1,010_005_seq000,train
/Users/apple/deepfake-detection/data/processed/010_005_seq001.npz,1,010_005_seq001,train
/Users/apple/deepfake-detection/data/processed/010_005_seq002.npz,1,010_005_seq002,train
/Users/apple/deepfake-detection/data/processed/010_005_seq003.npz,1,010_005_seq003,test
/Users/apple/deepfake-detection/data/processed/010_005_seq004.npz,1,010_005_seq004,test
/Users/apple/deepfake-detection/data/processed/010_005_seq005.npz,1,010_005_seq005,train
/Users/apple/deepfake-detection/data/processed/010_005_seq006.npz,1,010_005_seq006,test
/Users/apple/deepfake-detection/data/processed/010_005_seq007.npz,1,010_005_seq007,train
/Users/apple/deepfake-detection/data/processed/010_005_seq008.npz,1,010_005_seq008,test
/Users/apple/deepfake-detection/data/processed/010_005_seq009.npz,1,010_005_seq009,val
/Users/apple/deepfake-detection/data/processed/010_005_seq010.npz,1,010_005_seq010,train
/Users/apple/deepfake-detection/data/processed/010_005_seq011.npz,1,010_005_seq011,train
/Users/apple/deepfake-detection/data/processed/010_005_seq012.npz,1,010_005_seq012,train
/Users/apple/deepfake-detection/data/processed/010_005_seq013.npz,1,010_005_seq013,train
/Users/apple/deepfake-detection/data/processed/011_805_seq000.npz,1,011_805_seq000,train
/Users/apple/deepfake-detection/data/processed/011_805_seq001.npz,1,011_805_seq001,train
/Users/apple/deepfake-detection/data/processed/011_805_seq002.npz,1,011_805_seq002,train
/Users/apple/deepfake-detection/data/processed/011_805_seq003.npz,1,011_805_seq003,val
/Users/apple/deepfake-detection/data/processed/011_805_seq004.npz,1,011_805_seq004,train
/Users/apple/deepfake-detection/data/processed/011_805_seq005.npz,1,011_805_seq005,train
/Users/apple/deepfake-detection/data/processed/011_805_seq006.npz,1,011_805_seq006,val
/Users/apple/deepfake-detection/data/processed/011_805_seq007.npz,1,011_805_seq007,train
/Users/apple/deepfake-detection/data/processed/011_805_seq008.npz,1,011_805_seq008,train
/Users/apple/deepfake-detection/data/processed/011_805_seq009.npz,1,011_805_seq009,val
/Users/apple/deepfake-detection/data/processed/011_805_seq010.npz,1,011_805_seq010,train
/Users/apple/deepfake-detection/data/processed/011_805_seq011.npz,1,011_805_seq011,train
/Users/apple/deepfake-detection/data/processed/011_805_seq012.npz,1,011_805_seq012,test
/Users/apple/deepfake-detection/data/processed/011_805_seq013.npz,1,011_805_seq013,train
/Users/apple/deepfake-detection/data/processed/011_805_seq014.npz,1,011_805_seq014,train
/Users/apple/deepfake-detection/data/processed/011_805_seq015.npz,1,011_805_seq015,test
/Users/apple/deepfake-detection/data/processed/011_805_seq016.npz,1,011_805_seq016,train
/Users/apple/deepfake-detection/data/processed/011_805_seq017.npz,1,011_805_seq017,train
/Users/apple/deepfake-detection/data/processed/011_805_seq018.npz,1,011_805_seq018,train
/Users/apple/deepfake-detection/data/processed/012_026_seq000.npz,1,012_026_seq000,train
/Users/apple/deepfake-detection/data/processed/012_026_seq001.npz,1,012_026_seq001,train
/Users/apple/deepfake-detection/data/processed/012_026_seq002.npz,1,012_026_seq002,train
/Users/apple/deepfake-detection/data/processed/012_026_seq003.npz,1,012_026_seq003,train
/Users/apple/deepfake-detection/data/processed/012_026_seq004.npz,1,012_026_seq004,train
/Users/apple/deepfake-detection/data/processed/012_026_seq005.npz,1,012_026_seq005,train
/Users/apple/deepfake-detection/data/processed/012_026_seq006.npz,1,012_026_seq006,train
/Users/apple/deepfake-detection/data/processed/012_026_seq007.npz,1,012_026_seq007,test
/Users/apple/deepfake-detection/data/processed/012_026_seq008.npz,1,012_026_seq008,train
/Users/apple/deepfake-detection/data/processed/012_026_seq009.npz,1,012_026_seq009,val
/Users/apple/deepfake-detection/data/processed/012_026_seq010.npz,1,012_026_seq010,train
/Users/apple/deepfake-detection/data/processed/013_883_seq000.npz,1,013_883_seq000,train
/Users/apple/deepfake-detection/data/processed/013_883_seq001.npz,1,013_883_seq001,train
/Users/apple/deepfake-detection/data/processed/013_883_seq002.npz,1,013_883_seq002,test
/Users/apple/deepfake-detection/data/processed/013_883_seq003.npz,1,013_883_seq003,val
/Users/apple/deepfake-detection/data/processed/013_883_seq004.npz,1,013_883_seq004,train
/Users/apple/deepfake-detection/data/processed/013_883_seq005.npz,1,013_883_seq005,train
/Users/apple/deepfake-detection/data/processed/013_883_seq006.npz,1,013_883_seq006,train
/Users/apple/deepfake-detection/data/processed/013_883_seq007.npz,1,013_883_seq007,val
/Users/apple/deepfake-detection/data/processed/013_883_seq008.npz,1,013_883_seq008,train
/Users/apple/deepfake-detection/data/processed/013_883_seq009.npz,1,013_883_seq009,train
/Users/apple/deepfake-detection/data/processed/014_790_seq000.npz,1,014_790_seq000,train
/Users/apple/deepfake-detection/data/processed/014_790_seq001.npz,1,014_790_seq001,train
/Users/apple/deepfake-detection/data/processed/014_790_seq002.npz,1,014_790_seq002,train
/Users/apple/deepfake-detection/data/processed/014_790_seq003.npz,1,014_790_seq003,test
/Users/apple/deepfake-detection/data/processed/014_790_seq004.npz,1,014_790_seq004,test
/Users/apple/deepfake-detection/data/processed/014_790_seq005.npz,1,014_790_seq005,train
/Users/apple/deepfake-detection/data/processed/014_790_seq006.npz,1,014_790_seq006,train
/Users/apple/deepfake-detection/data/processed/014_790_seq007.npz,1,014_790_seq007,train
/Users/apple/deepfake-detection/data/processed/014_790_seq008.npz,1,014_790_seq008,train
/Users/apple/deepfake-detection/data/processed/014_790_seq009.npz,1,014_790_seq009,val
/Users/apple/deepfake-detection/data/processed/014_790_seq010.npz,1,014_790_seq010,train
/Users/apple/deepfake-detection/data/processed/014_790_seq011.npz,1,014_790_seq011,train
/Users/apple/deepfake-detection/data/processed/014_790_seq012.npz,1,014_790_seq012,train
/Users/apple/deepfake-detection/data/processed/014_790_seq013.npz,1,014_790_seq013,train
/Users/apple/deepfake-detection/data/processed/015_919_seq000.npz,1,015_919_seq000,val
/Users/apple/deepfake-detection/data/processed/015_919_seq001.npz,1,015_919_seq001,train
/Users/apple/deepfake-detection/data/processed/015_919_seq002.npz,1,015_919_seq002,test
/Users/apple/deepfake-detection/data/processed/015_919_seq003.npz,1,015_919_seq003,train
/Users/apple/deepfake-detection/data/processed/015_919_seq004.npz,1,015_919_seq004,train
/Users/apple/deepfake-detection/data/processed/015_919_seq005.npz,1,015_919_seq005,train
/Users/apple/deepfake-detection/data/processed/015_919_seq006.npz,1,015_919_seq006,test
/Users/apple/deepfake-detection/data/processed/015_919_seq007.npz,1,015_919_seq007,train
/Users/apple/deepfake-detection/data/processed/015_919_seq008.npz,1,015_919_seq008,train
/Users/apple/deepfake-detection/data/processed/016_209_seq000.npz,1,016_209_seq000,train
/Users/apple/deepfake-detection/data/processed/016_209_seq001.npz,1,016_209_seq001,train
/Users/apple/deepfake-detection/data/processed/016_209_seq002.npz,1,016_209_seq002,train
/Users/apple/deepfake-detection/data/processed/016_209_seq003.npz,1,016_209_seq003,train
/Users/apple/deepfake-detection/data/processed/016_209_seq004.npz,1,016_209_seq004,train
/Users/apple/deepfake-detection/data/processed/016_209_seq005.npz,1,016_209_seq005,train
/Users/apple/deepfake-detection/data/processed/016_209_seq006.npz,1,016_209_seq006,train
/Users/apple/deepfake-detection/data/processed/016_209_seq007.npz,1,016_209_seq007,val
/Users/apple/deepfake-detection/data/processed/016_209_seq008.npz,1,016_209_seq008,val
/Users/apple/deepfake-detection/data/processed/016_209_seq009.npz,1,016_209_seq009,train
/Users/apple/deepfake-detection/data/processed/016_209_seq010.npz,1,016_209_seq010,train
/Users/apple/deepfake-detection/data/processed/016_209_seq011.npz,1,016_209_seq011,train
/Users/apple/deepfake-detection/data/processed/016_209_seq012.npz,1,016_209_seq012,train
/Users/apple/deepfake-detection/data/processed/016_209_seq013.npz,1,016_209_seq013,val
/Users/apple/deepfake-detection/data/processed/017_803_seq000.npz,1,017_803_seq000,train
/Users/apple/deepfake-detection/data/processed/017_803_seq001.npz,1,017_803_seq001,train
/Users/apple/deepfake-detection/data/processed/017_803_seq002.npz,1,017_803_seq002,train
/Users/apple/deepfake-detection/data/processed/017_803_seq003.npz,1,017_803_seq003,test
/Users/apple/deepfake-detection/data/processed/017_803_seq004.npz,1,017_803_seq004,train
/Users/apple/deepfake-detection/data/processed/017_803_seq005.npz,1,017_803_seq005,val
/Users/apple/deepfake-detection/data/processed/017_803_seq006.npz,1,017_803_seq006,test
/Users/apple/deepfake-detection/data/processed/017_803_seq007.npz,1,017_803_seq007,train
/Users/apple/deepfake-detection/data/processed/017_803_seq008.npz,1,017_803_seq008,val
/Users/apple/deepfake-detection/data/processed/017_803_seq009.npz,1,017_803_seq009,test
/Users/apple/deepfake-detection/data/processed/017_803_seq010.npz,1,017_803_seq010,train
/Users/apple/deepfake-detection/data/processed/017_803_seq011.npz,1,017_803_seq011,train
/Users/apple/deepfake-detection/data/processed/018_019_seq000.npz,1,018_019_seq000,train
/Users/apple/deepfake-detection/data/processed/018_019_seq001.npz,1,018_019_seq001,train
/Users/apple/deepfake-detection/data/processed/018_019_seq002.npz,1,018_019_seq002,train
/Users/apple/deepfake-detection/data/processed/018_019_seq003.npz,1,018_019_seq003,test
/Users/apple/deepfake-detection/data/processed/018_019_seq004.npz,1,018_019_seq004,train
/Users/apple/deepfake-detection/data/processed/018_019_seq005.npz,1,018_019_seq005,val
/Users/apple/deepfake-detection/data/processed/018_019_seq006.npz,1,018_019_seq006,train
/Users/apple/deepfake-detection/data/processed/018_019_seq007.npz,1,018_019_seq007,train
/Users/apple/deepfake-detection/data/processed/018_019_seq008.npz,1,018_019_seq008,train
/Users/apple/deepfake-detection/data/processed/019_018_seq000.npz,1,019_018_seq000,train
/Users/apple/deepfake-detection/data/processed/019_018_seq001.npz,1,019_018_seq001,train
/Users/apple/deepfake-detection/data/processed/019_018_seq002.npz,1,019_018_seq002,train
/Users/apple/deepfake-detection/data/processed/019_018_seq003.npz,1,019_018_seq003,val
/Users/apple/deepfake-detection/data/processed/019_018_seq004.npz,1,019_018_seq004,train
/Users/apple/deepfake-detection/data/processed/019_018_seq005.npz,1,019_018_seq005,train
/Users/apple/deepfake-detection/data/processed/019_018_seq006.npz,1,019_018_seq006,train
/Users/apple/deepfake-detection/data/processed/019_018_seq007.npz,1,019_018_seq007,train
/Users/apple/deepfake-detection/data/processed/019_018_seq008.npz,1,019_018_seq008,train
/Users/apple/deepfake-detection/data/processed/019_018_seq009.npz,1,019_018_seq009,train
/Users/apple/deepfake-detection/data/processed/019_018_seq010.npz,1,019_018_seq010,train
/Users/apple/deepfake-detection/data/processed/019_018_seq011.npz,1,019_018_seq011,test
/Users/apple/deepfake-detection/data/processed/019_018_seq012.npz,1,019_018_seq012,val
/Users/apple/deepfake-detection/data/processed/019_018_seq013.npz,1,019_018_seq013,train
/Users/apple/deepfake-detection/data/processed/019_018_seq014.npz,1,019_018_seq014,val
/Users/apple/deepfake-detection/data/processed/019_018_seq015.npz,1,019_018_seq015,train
/Users/apple/deepfake-detection/data/processed/019_018_seq016.npz,1,019_018_seq016,train
/Users/apple/deepfake-detection/data/processed/019_018_seq017.npz,1,019_018_seq017,train
/Users/apple/deepfake-detection/data/processed/019_018_seq018.npz,1,019_018_seq018,train
/Users/apple/deepfake-detection/data/processed/019_018_seq019.npz,1,019_018_seq019,train
/Users/apple/deepfake-detection/data/processed/019_018_seq020.npz,1,019_018_seq020,train
/Users/apple/deepfake-detection/data/processed/019_018_seq021.npz,1,019_018_seq021,test
/Users/apple/deepfake-detection/data/processed/019_018_seq022.npz,1,019_018_seq022,train
/Users/apple/deepfake-detection/data/processed/019_018_seq023.npz,1,019_018_seq023,test
/Users/apple/deepfake-detection/data/processed/019_018_seq024.npz,1,019_018_seq024,val
/Users/apple/deepfake-detection/data/processed/019_018_seq025.npz,1,019_018_seq025,train
/Users/apple/deepfake-detection/data/processed/019_018_seq026.npz,1,019_018_seq026,train
/Users/apple/deepfake-detection/data/processed/019_018_seq027.npz,1,019_018_seq027,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq000.npz,0,FaceForensics++_C23_seq000,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq001.npz,0,FaceForensics++_C23_seq001,val
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq002.npz,0,FaceForensics++_C23_seq002,test
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq003.npz,0,FaceForensics++_C23_seq003,val
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq004.npz,0,FaceForensics++_C23_seq004,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq005.npz,0,FaceForensics++_C23_seq005,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq006.npz,0,FaceForensics++_C23_seq006,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq007.npz,0,FaceForensics++_C23_seq007,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq008.npz,0,FaceForensics++_C23_seq008,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq009.npz,0,FaceForensics++_C23_seq009,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq010.npz,0,FaceForensics++_C23_seq010,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq011.npz,0,FaceForensics++_C23_seq011,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq012.npz,0,FaceForensics++_C23_seq012,train
/Users/apple/deepfake-detection/data/processed/FaceForensics++_C23_seq013.npz,0,FaceForensics++_C23_seq013,train
/Users/apple/deepfake-detection/data/processed/000_seq000.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq001.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq002.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq003.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq004.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq005.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq006.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq007.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq008.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq009.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq010.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/000_seq011.npz,0,000,train
/Users/apple/deepfake-detection/data/processed/001_seq000.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq001.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq002.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq003.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq004.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq005.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq006.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq007.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq008.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq009.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq010.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq011.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq012.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/001_seq013.npz,0,001,train
/Users/apple/deepfake-detection/data/processed/002_seq000.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq001.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq002.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq003.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq004.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq005.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq006.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq007.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq008.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq009.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq010.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq011.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq012.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/002_seq013.npz,0,002,train
/Users/apple/deepfake-detection/data/processed/003_seq000.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq001.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq002.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq003.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq004.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq005.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq006.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq007.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/003_seq008.npz,0,003,test
/Users/apple/deepfake-detection/data/processed/004_seq000.npz,0,004,val
/Users/apple/deepfake-detection/data/processed/004_seq001.npz,0,004,val
/Users/apple/deepfake-detection/data/processed/004_seq002.npz,0,004,val
/Users/apple/deepfake-detection/data/processed/004_seq003.npz,0,004,val
/Users/apple/deepfake-detection/data/processed/004_seq004.npz,0,004,val
